Марка,Модель,Год,Город,Пробег(км),Объем двигателя (см³),Мощность двигателя (л.с.),Цилиндров,Коробка,Привод,Цвет,Цена(руб)
JMC,JMC 140 MX,2020,Волжский,100,150,14,1 цилиндр,4 передачи,цепь,жёлтый,95000
JMC,JMC 160 MXR,2019,Полушкино,25,190,21,1 цилиндр,5 передач,цепь,чёрный,170000
JMC,JMC 160 MXR,2023,Москва,10,150,,1 цилиндр,АКПП,цепь,синий,155000
JMC,JMC 250 FR,2022,Ярославль,11111,250,21,1 цилиндр,5 передач,цепь,зелёный,150000
JMC,JMC 160 MXR,2014,Казань,69,160,16,1 цилиндр,5 передач,цепь,красный,110000
JMC,JMC 140 MX,2021,Владимир,60,140,16,1 цилиндр,4 передачи,цепь,чёрный,120000
JMC,JMC 160 MXR,2021,Тимоново,1000,160,16,1 цилиндр/рядное,4 передачи,цепь,чёрный,160000
JMC,JMC 140 MX,2021,Москва,200,150,12,1 цилиндр/рядное,4 передачи,цепь,жёлтый,90000
JMC,JMC 140 MX,2018,Истра,138,140,15,1 цилиндр/рядное,4 передачи,цепь,красный,80000
JMC,JMC 140 MX,2019,Куровское,5000,150,15,1 цилиндр/рядное,4 передачи,цепь,чёрный,115000
JMC,JMC 140 MX,2014,Мальцево,550,140,12,,4 передачи,цепь,красный,73000
JMC,JMC 160 MXR,2019,Камышлов,5000,150,17,1 цилиндр/ротор,4 передачи,цепь,чёрный,85000
JMC,JMC 140 MX,2023,Ростов-на-Дону,100,150,12,1 цилиндр,4 передачи,цепь,жёлтый,155000
JMC,JMC 125 MX,2020,Волгоград,1800,125,11,,4 передачи,цепь,зелёный,60000
JMC,JMC 125 MX,2013,Москва,200,125,12,1 цилиндр,4 передачи,цепь,зелёный,59500
JMC,JMC 250 FR,2020,Брянск,2000,250,21,,5 передач,цепь,оранжевый,150000
JMC,JMC 140 MX,2016,Васютино,200,140,12,,4 передачи,цепь,белый,75000
JMC,JMC 160 MXR,2023,Владимир,10,150,15,1 цилиндр,4 передачи,цепь,белый,139000
JMC,JMC 250 FR,2022,Посёлок завода Мосрентген,100,250,21,4 цилиндра,5 передач,цепь,зелёный,67500
JMC,JMC 140 MX,2020,Кашира,1000,150,14,1 цилиндр,,,золотистый,120000
JMC,JMC 250 FR,2021,Казань,1,250,21,,5 передач,,зелёный,200000
JMC,JMC 250 FRR,2023,Ногинск,78,250,21,1 цилиндр/оппозитное,5 передач,цепь,жёлтый,205000
JMC,JMC 140 MX,2015,Хотьково,2000,140,14,1 цилиндр,4 передачи,цепь,белый,75000
Johnny Pag,Johnny Pag Joyride,2021,Набережные Челны,300,50,12,1 цилиндр,2-скоростной автомат,цепь,красный,119000
Johnny Pag,Johnny Pag Joyride,2021,Кубинка,4,110,5,1 цилиндр/рядное,АКПП,цепь,чёрный,110000
Johnny Pag,Johnny Pag Malibu,2014,Екатеринбург,600,320,22,4 цилиндра,5 передач,цепь,синий,350000
K2R,K2R PF 160,2023,Вологда,55,160,14,2 цилиндра/рядное,4 передачи,цепь,чёрный,125000
K2R,K2R PF-R 160,2013,Славянск-на-Кубани,20155,149,11,1 цилиндр,5 передач,цепь,чёрный,85000
K2R,K2R 300 EFE,2023,Москва,2000,300,32,1 цилиндр,6 передач,цепь,чёрный,350000
K2R,K2R 300 EFC,2023,Москва,1,283,32,1 цилиндр/рядное,6 передач,цепь,красный,379900
K2R,K2R 250 EFC,2023,Бронницы,1300,300,28,,5 передач,цепь,оранжевый,200000
K2R,K2R PF 190,2023,Кубинка,1000,190,17,1 цилиндр,5 передач,,чёрный,100000
K2R,K2R PF 190 PRO,2023,Москва,10,190,,,6 передач,цепь,зелёный,90000
Kawasaki,Kawasaki Z 1000,2017,Москва,13200,1043,141,4 цилиндра,6 передач,цепь,чёрный,1150000
Kawasaki,Kawasaki Ninja 1000,2015,Красноярск,6200,1000,143,4 цилиндра/рядное,6 передач,цепь,синий,880000
Kawasaki,Kawasaki KLX 250,2015,Красноярск,2913,250,22,,,цепь,зелёный,450000
Kawasaki,Kawasaki VN1700 Vulcan,2013,Москва,29075,1700,73,2 цилиндра/v-образное,6 передач,ремень,чёрный,1500000
Kawasaki,Kawasaki Ninja 250R,2011,Балашиха,17490,249,33,2 цилиндра/рядное,6 передач,,красный,370000
Kawasaki,Kawasaki ZZR 1400,2013,Москва,36929,1400,200,,6 передач,цепь,зелёный,899000
Kawasaki,Kawasaki Ninja 650,2018,Москва,3191,649,68,2 цилиндра/рядное,6 передач,цепь,зелёный,795000
Kawasaki,Kawasaki Ninja 400,2013,Владивосток,11714,400,44,,,,чёрный,485000
Kawasaki,Kawasaki ER-6n,2013,Мытищи,39800,650,72,2 цилиндра/рядное,6 передач,цепь,красный,450000
Kawasaki,Kawasaki Ninja 400,2019,Санкт-Петербург,11290,400,44,2 цилиндра/рядное,5 передач,цепь,белый,600000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2017,Москва,5890,650,72,,6 передач,цепь,зелёный,757000
Kawasaki,Kawasaki ZZR 1400,2007,Москва,33176,1400,200,,6 передач,цепь,чёрный,629100
Kawasaki,Kawasaki Z 1000SX,2021,Москва,5865,1043,142,,6 передач,цепь,чёрный,1499000
Kawasaki,Kawasaki ER-6n,2011,Владивосток,14509,650,72,,,,белый,550000
Kawasaki,Kawasaki Z 750,2008,Москва,35700,750,,,,,оранжевый,550000
Kawasaki,Kawasaki Versys 1000,2022,Москва,2,1000,,4 цилиндра/рядное,6 передач,цепь,зелёный,1827731
Kawasaki,Kawasaki ZX-6 Ninja,2014,Москва,3679,636,,4 цилиндра/рядное,6 передач,цепь,зелёный,947011
Kawasaki,Kawasaki Z 900,2018,Санкт-Петербург,28850,948,125,4 цилиндра/рядное,6 передач,цепь,серый,845000
Kawasaki,Kawasaki VN1700 Vulcan,2011,Москва,72165,1700,,2 цилиндра/v-образное,6 передач,ремень,чёрный,672378
Kawasaki,Kawasaki Z 1000SX,2022,Москва,6162,1043,142,,6 передач,цепь,чёрный,1499000
Kawasaki,Kawasaki EN650 Vulcan S,2017,Москва,12000,650,61,2 цилиндра/рядное,6 передач,цепь,оранжевый,740000
Kawasaki,Kawasaki Ninja 1000 SX (2020-н.в.),2021,Москва,10110,1000,142,4 цилиндра/рядное,6 передач,цепь,чёрный,1395000
Kawasaki,Kawasaki Ninja 400,2019,Владивосток,22890,400,44,,,,зелёный,600000
Kawasaki,Kawasaki ER-6n,2013,Москва,23450,650,71,2 цилиндра/рядное,6 передач,цепь,чёрный,450000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2011,Москва,16776,650,72,2 цилиндра/рядное,6 передач,цепь,золотистый,480000
Kawasaki,Kawasaki Ninja 1000,2012,Владивосток,16722,1000,141,,,,зелёный,780000
Kawasaki,Kawasaki ZX-6 Ninja,2004,Дедовск,26500,636,118,4 цилиндра,6 передач,цепь,серебристый,525000
Kawasaki,Kawasaki ZX-6 Ninja,2009,Одинцово,35953,600,130,4 цилиндра/рядное,6 передач,цепь,чёрный,660000
Kawasaki,Kawasaki VN900 Vulcan,2013,Тюмень,2300,900,50,2 цилиндра/v-образное,5 передач,ремень,серый,750000
Kawasaki,Kawasaki Ninja 400,2014,Москва,21898,400,44,,6 передач,цепь,синий,404100
Kawasaki,Kawasaki KLE 400,1999,Владивосток,14245,398,42,2 цилиндра/рядное,6 передач,цепь,серебристый,285000
Kawasaki,Kawasaki Z 400,2018,Красноярск,4657,399,44,2 цилиндра/рядное,6 передач,цепь,оранжевый,465000
Kawasaki,Kawasaki ER-4f (Ninja 400R),2011,Владивосток,42396,399,44,2 цилиндра/рядное,6 передач,цепь,синий,355000
Kawasaki,Kawasaki Ninja 400,2022,Москва,1257,400,44,,6 передач,цепь,зелёный,677000
Kawasaki,Kawasaki Ninja 250R,2008,Тобольск,35000,250,31,2 цилиндра/рядное,6 передач,цепь,зелёный,275000
Kawasaki,Kawasaki Ninja 400,2020,Москва,18207,400,45,2 цилиндра/рядное,6 передач,цепь,оранжевый,590000
Kawasaki,Kawasaki Z 650,2017,Владивосток,24831,650,68,,,,чёрный,760000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2020,Владивосток,20790,650,68,,,,зелёный,800000
Kawasaki,Kawasaki VN900 Vulcan,2011,Одинцово,28460,900,49,2 цилиндра/v-образное,5 передач,ремень,красный,640000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2010,Москва,26400,650,72,2 цилиндра/рядное,6 передач,цепь,чёрный,445000
Kawasaki,Kawasaki Ninja 400,2017,Москва,32200,400,44,2 цилиндра/рядное,6 передач,цепь,золотистый,460000
Kawasaki,Kawasaki Z H2,2021,Владивосток,1700,998,200,4 цилиндра/рядное,6 передач,цепь,чёрный,2260000
Kawasaki,Kawasaki GTR 1400 (Concours 14),2010,Москва,53439,1400,155,,6 передач,кардан,синий,899000
Kawasaki,Kawasaki EN650 Vulcan S,2015,Владивосток,15600,649,61,2 цилиндра/рядное,6 передач,цепь,серебристый,710000
Kawasaki,Kawasaki Ninja 400,2018,Владивосток,4900,400,48,2 цилиндра,6 передач,цепь,зелёный,595000
Kawasaki,Kawasaki Z 400,2023,Владивосток,3965,400,27,2 цилиндра/рядное,6 передач,цепь,серый,640000
Kawasaki,Kawasaki Ninja 400,2021,Владивосток,2640,399,48,2 цилиндра,6 передач,цепь,синий,630000
Kawasaki,Kawasaki Z 650RS,2023,Москва,1166,650,68,,6 передач,цепь,серый,1079100
Kawasaki,Kawasaki Ninja 400,2015,Москва,18186,400,44,,6 передач,цепь,чёрный,449100
Kawasaki,Kawasaki Z 650,2018,Москва,11678,650,68,,6 передач,цепь,чёрный,629100
Kawasaki,Kawasaki Ninja 400,2022,Москва,7389,400,44,,6 передач,цепь,синий,659000
Kawasaki,Kawasaki Z 125,2021,Серпухов,2291,125,10,1 цилиндр,4 передачи,цепь,синий,339000
Kawasaki,Kawasaki Versys 1000,2013,Динская,29734,1000,118,4 цилиндра/рядное,6 передач,цепь,бежевый,850000
Kawasaki,Kawasaki Ninja 400,2010,Владивосток,16932,400,44,,,,зелёный,370000
Kawasaki,Kawasaki Ninja 650,2020,Владивосток,10050,650,,,,,белый,820000
Kawasaki,Kawasaki Ninja 300,2014,Воробьёвка,12000,296,39,2 цилиндра/рядное,6 передач,цепь,зелёный,450000
Kawasaki,Kawasaki Ninja 650,2017,Одинцово,8600,650,68,2 цилиндра/рядное,6 передач,цепь,белый,730000
Kawasaki,Kawasaki KLX 140,2009,Санкт-Петербург,100,140,12,1 цилиндр/v-образное,4 передачи,цепь,зелёный,250000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2009,Улан-Удэ,23000,650,72,2 цилиндра/рядное,6 передач,цепь,зелёный,450000
Kawasaki,Kawasaki Z 750,2011,Москва,26800,750,106,4 цилиндра/рядное,6 передач,цепь,зелёный,690000
Kawasaki,Kawasaki ZX-9 Ninja,2001,Москва,41700,900,146,4 цилиндра/рядное,6 передач,цепь,чёрный,420000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2020,Владивосток,20790,650,68,,,,зелёный,800000
Kawasaki,Kawasaki ZX-9 Ninja,1995,Верхняя Салда,45000,919,140,4 цилиндра/рядное,6 передач,цепь,синий,75000
Kawasaki,Kawasaki ZX-10 Ninja,2004,Москва,28092,998,200,,6 передач,цепь,чёрный,503100
Kawasaki,Kawasaki Versys 650,2014,Владивосток,8710,649,65,2 цилиндра/рядное,6 передач,цепь,жёлтый,570000
Kawasaki,Kawasaki Ninja 1000 SX (2020-н.в.),2021,Москва,10000,1043,142,4 цилиндра/рядное,6 передач,цепь,чёрный,1390000
Kawasaki,Kawasaki Versys 650,2020,Москва,1200,650,60,,АКПП,,серый,1150000
Kawasaki,Kawasaki GTR 1400 (Concours 14),2009,Санкт-Петербург,28483,1400,165,4 цилиндра/рядное,6 передач,кардан,серый,790000
Kawasaki,Kawasaki W 800,2015,Серпухов,13354,800,55,2 цилиндра/рядное,6 передач,цепь,чёрный,739000
Kawasaki,Kawasaki ZRX 1100,1999,Санкт-Петербург,22464,1100,,,,,чёрный,500000
Kawasaki,Kawasaki Z 900,2019,Санкт-Петербург,15320,950,,,,,чёрный,958000
Kawasaki,Kawasaki Ninja 1000,2017,Санкт-Петербург,43384,1000,,,,,оранжевый,1000000
Kawasaki,Kawasaki ZZR 1400,2012,Санкт-Петербург,43519,1400,,,,,зелёный,1000000
Kawasaki,Kawasaki W 800,2019,Санкт-Петербург,8653,800,,,,,чёрный,888000
Kawasaki,Kawasaki Z 650,2018,Санкт-Петербург,14193,650,,,,,золотистый,680000
Kawasaki,Kawasaki KL 250,2004,Санкт-Петербург,18534,250,,,,,чёрный,360000
Kawasaki,Kawasaki Ninja H2 SX,2021,Москва,7863,998,200,,6 передач,цепь,серый,1999000
Kawasaki,Kawasaki ZZR 400,2005,Владивосток,1517,399,53,4 цилиндра/рядное,6 передач,цепь,серый,265000
Kawasaki,Kawasaki Versys 1000,2015,Москва,18429,1043,120,4 цилиндра/рядное,6 передач,цепь,красный,890000
Kawasaki,Kawasaki Ninja 250R,2011,Энгельс,35000,250,32,2 цилиндра/рядное,6 передач,цепь,белый,380000
Kawasaki,Kawasaki Z 800,2014,Дубна,45075,800,113,4 цилиндра,6 передач,цепь,оранжевый,790000
Kawasaki,Kawasaki Versys 650,2015,Москва,22500,650,85,2 цилиндра/рядное,6 передач,цепь,чёрный,700000
Kawasaki,Kawasaki Versys 650,2012,Люберцы,23900,650,63,,6 передач,цепь,жёлтый,530000
Kawasaki,Kawasaki Z 1000SX,2011,Москва,39500,1000,140,4 цилиндра/рядное,6 передач,цепь,чёрный,900000
Kawasaki,Kawasaki Z 650,2019,Москва,32597,650,68,,6 передач,цепь,чёрный,629100
Kawasaki,Kawasaki VN900 Vulcan,2010,Владивосток,55179,903,50,2 цилиндра/v-образное,5 передач,ремень,чёрный,455000
Kawasaki,Kawasaki Z 250,2013,Владивосток,40918,249,31,2 цилиндра/рядное,6 передач,цепь,белый,265000
Kawasaki,Kawasaki Ninja 650,2017,Москва,33000,650,68,2 цилиндра/рядное,6 передач,цепь,чёрный,715000
Kawasaki,Kawasaki Z 1000SX,2011,Москва,44000,1000,143,4 цилиндра/рядное,6 передач,цепь,зелёный,825000
Kawasaki,Kawasaki Ninja 400,2013,Москва,23554,400,44,,6 передач,цепь,синий,404100
Kawasaki,Kawasaki ZX-6 Ninja,2011,Дмитров,32200,599,128,4 цилиндра/рядное,6 передач,цепь,зелёный,720000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2013,Москва,49362,650,72,,6 передач,цепь,белый,477000
Kawasaki,Kawasaki VN900 Vulcan,2007,Москва,50000,900,50,2 цилиндра/v-образное,5 передач,ремень,чёрный,530000
Kawasaki,Kawasaki VN1600 Vulcan,2006,Владивосток,11614,1600,,,,,чёрный,690000
Kawasaki,Kawasaki Z 1000,2004,Нижнекамск,62000,1000,138,4 цилиндра/рядное,6 передач,цепь,чёрный,555555
Kawasaki,Kawasaki Z 1000,2015,Москва,30525,1043,143,4 цилиндра/рядное,6 передач,цепь,чёрный,990000
Kawasaki,Kawasaki W 800,2013,Серпухов,20436,800,55,2 цилиндра/рядное,6 передач,цепь,белый,669000
Kawasaki,Kawasaki Versys 1000,2015,Москва,18429,1043,120,4 цилиндра/рядное,6 передач,цепь,красный,890000
Kawasaki,Kawasaki Z 900,2022,Москва,1471,948,125,4 цилиндра/рядное,6 передач,цепь,серебристый,950000
Kawasaki,Kawasaki EN650 Vulcan S,2015,Сочи,22883,649,61,2 цилиндра/рядное,6 передач,цепь,чёрный,755000
Kawasaki,Kawasaki Z 1000SX,2023,Москва,101,1043,142,,6 передач,цепь,чёрный,1899000
Kawasaki,Kawasaki GTR 1400 (Concours 14),2009,Москва,39461,1400,155,,6 передач,кардан,серый,699000
Kawasaki,Kawasaki Z 400,2019,Москва,12596,400,45,,6 передач,цепь,чёрный,579000
Kawasaki,Kawasaki Z 400,2023,Москва,6622,400,45,,6 передач,цепь,чёрный,639000
Kawasaki,Kawasaki Ninja 400,2014,Москва,31446,400,44,,6 передач,цепь,зелёный,447300
Kawasaki,Kawasaki ER-6f (Ninja 650R),2017,Москва,13009,650,75,,6 передач,цепь,чёрный,654300
Kawasaki,Kawasaki GTR 1400 (Concours 14),2008,Москва,68760,1400,155,,6 передач,кардан,серый,629100
Kawasaki,Kawasaki Z 1000SX,2023,Москва,139,1043,142,,6 передач,цепь,чёрный,1689300
Kawasaki,Kawasaki ER-6f (Ninja 650R),2008,Москва,62270,650,72,,6 передач,цепь,чёрный,399000
Kawasaki,Kawasaki Z 650,2018,Москва,17687,650,68,,6 передач,цепь,чёрный,627300
Kawasaki,Kawasaki ZX-6 Ninja,2005,Москва,51336,636,130,,6 передач,цепь,зелёный,599000
Kawasaki,Kawasaki GTR 1400 (Concours 14),2008,Москва,34166,1400,155,,6 передач,кардан,серый,609300
Kawasaki,Kawasaki Z 1000SX,2023,Москва,143,1043,142,,6 передач,цепь,чёрный,1709100
Kawasaki,Kawasaki Z 1000SX,2023,Москва,133,1043,142,,6 передач,цепь,чёрный,1709100
Kawasaki,Kawasaki Z 1000SX,2017,Москва,34984,1043,142,,6 передач,цепь,серый,999000
Kawasaki,Kawasaki Ninja 400,2016,Москва,23932,400,44,,6 передач,цепь,чёрный,449100
Kawasaki,Kawasaki Z 650RS,2022,Москва,30,650,68,,6 передач,цепь,зелёный,1079100
Kawasaki,Kawasaki ZX-10 Ninja,2007,Москва,30469,998,200,,6 передач,цепь,зелёный,719100
Kawasaki,Kawasaki Z 900,2019,Москва,28164,948,125,,6 передач,цепь,чёрный,809100
