Марка,Модель,Год,Город,Пробег(км),Объем двигателя (см³),Мощность двигателя (л.с.),Цилиндров,Коробка,Привод,Цвет,Цена(руб)
Kawasaki,Kawasaki VN2000 Vulcan,2006,Щёлково,33260,2053,103,2 цилиндра/v-образное,5 передач,ремень,чёрный,1250000
Kawasaki,Kawasaki ZX-6 Ninja,2007,Москва,73250,599,125,4 цилиндра/рядное,6 передач,цепь,белый,500000
Kawasaki,Kawasaki KLX 250,2018,Москва,3650,249,22,1 цилиндр,6 передач,цепь,белый,555000
Kawasaki,Kawasaki Versys 1000,2016,Москва,12441,1000,,,,,зелёный,1050000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2016,Москва,28553,649,72,2 цилиндра/рядное,6 передач,цепь,красный,550000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2009,Москва,31800,649,,,,,чёрный,475000
Kawasaki,Kawasaki ZZR 1400,2013,Москва,16812,1400,200,,6 передач,цепь,синий,899000
Kawasaki,Kawasaki ER-6n,2009,Балашиха,16300,649,72,2 цилиндра/рядное,6 передач,цепь,белый,580000
Kawasaki,Kawasaki VN400 Vulcan,1995,Санкт-Петербург,30000,400,,,,,чёрный,250000
Kawasaki,Kawasaki KX 250,2011,Курск,85,250,41,1 цилиндр,5 передач,цепь,зелёный,305000
Kawasaki,Kawasaki KX 450,2024,Всеволожск,4,450,65,,,цепь,зелёный,950000
Kawasaki,Kawasaki ER-6n,2013,Москва,16694,650,72,,6 передач,цепь,жёлтый,539100
Kawasaki,Kawasaki Ninja 400,2014,Москва,26692,400,,,,,чёрный,438000
Kawasaki,Kawasaki Z 650,2018,Москва,14193,650,,,,,золотистый,680000
Kawasaki,Kawasaki Ninja 1000,2018,Москва,45964,1000,,,,,чёрный,925000
Kawasaki,Kawasaki Ninja 400,2022,Москва,17429,400,,,,,зелёный,554000
Kawasaki,Kawasaki Z 650,2018,Москва,23012,650,,,,,чёрный,680000
Kawasaki,Kawasaki W 800,2015,Москва,21179,800,,,,,бежевый,645000
Kawasaki,Kawasaki Z 1000SX,2020,Санкт-Петербург,13563,1000,,4 цилиндра/рядное,6 передач,цепь,зелёный,1470000
Kawasaki,Kawasaki Z 125,2016,Бородино,14000,125,,,,,зелёный,299000
Kawasaki,Kawasaki W 800,2015,Красноярск,17155,773,48,2 цилиндра,,цепь,синий,635000
Kawasaki,Kawasaki Z 125,2017,Красноярск,3537,125,10,,,цепь,чёрный,275000
Kawasaki,Kawasaki ZZR 1400,2007,Москва,44073,1400,200,,6 передач,цепь,белый,629100
Kawasaki,Kawasaki Versys 650,2010,Москва,94427,650,72,,6 передач,цепь,синий,359100
Kawasaki,Kawasaki ER-6n,2015,Москва,21773,650,72,,6 передач,цепь,чёрный,559000
Kawasaki,Kawasaki GTR 1400 (Concours 14),2014,Москва,30064,1400,155,,6 передач,кардан,серый,999000
Kawasaki,Kawasaki Ninja 400,2020,Москва,475,400,49,2 цилиндра/рядное,6 передач,цепь,серый,605000
Kawasaki,Kawasaki ZX1400C,2012,Владивосток,48160,1400,,,,,чёрный,940000
Kawasaki,Kawasaki ZX-12 Ninja,2000,Владивосток,37371,1200,,,,,красный,455000
Kawasaki,Kawasaki GTR 1400 (Concours 14),2015,Владивосток,71722,1400,,,,,синий,760000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2007,Жуковский,25000,650,71,2 цилиндра/рядное,6 передач,цепь,серебристый,250000
Kawasaki,Kawasaki Z 650,2018,Москва,14193,650,,,,,золотистый,680000
Kawasaki,Kawasaki VN1700 Vulcan,2009,Москва,30197,1700,80,2 цилиндра/v-образное,5 передач,ремень,красный,849622
Kawasaki,Kawasaki VN2000 Vulcan,2006,Москва,13000,2000,103,2 цилиндра/v-образное,5 передач,ремень,пурпурный,410000
Kawasaki,Kawasaki VN1700 Vulcan,2011,Москва,74000,1700,82,2 цилиндра/v-образное,6 передач,ремень,серый,930000
Kawasaki,Kawasaki EN650 Vulcan S,2022,Москва,16000,650,61,2 цилиндра/рядное,6 передач,цепь,чёрный,800000
Kawasaki,Kawasaki Ninja 650,2019,Саратов,3700,649,68,2 цилиндра/рядное,6 передач,цепь,зелёный,830000
Kawasaki,Kawasaki Versys 650,2018,Москва,23700,650,69,2 цилиндра/рядное,6 передач,цепь,белый,650000
Kawasaki,Kawasaki ZX-6 Ninja,2007,Липецк,45000,599,125,4 цилиндра/рядное,6 передач,цепь,синий,500000
Kawasaki,Kawasaki Ninja 300,2013,Москва,21000,296,39,2 цилиндра/рядное,6 передач,цепь,зелёный,399000
Kawasaki,Kawasaki Z 750,2004,Сергиев Посад,68300,750,110,4 цилиндра/рядное,6 передач,цепь,чёрный,440000
Kawasaki,Kawasaki ER-4f (Ninja 400R),2012,Петергоф,44700,400,43,2 цилиндра/рядное,6 передач,цепь,синий,370000
Kawasaki,Kawasaki ZX-9 Ninja,1999,Москва,50000,900,143,,6 передач,,зелёный,350000
Kawasaki,Kawasaki EN400 Vulcan,1994,Москва,6560,400,35,2 цилиндра/рядное,6 передач,ремень,голубой,280000
Kawasaki,Kawasaki Z 650,2021,Москва,3703,650,68,2 цилиндра/рядное,6 передач,цепь,зелёный,900000
Kawasaki,Kawasaki Ninja 300,2014,Москва,22623,296,40,2 цилиндра/рядное,6 передач,цепь,зелёный,420000
Kawasaki,Kawasaki Z 1000,2018,Томск,9000,1000,138,4 цилиндра/рядное,6 передач,цепь,синий,1535000
Kawasaki,Kawasaki Versys 650,2015,Санкт-Петербург,49500,649,70,2 цилиндра/рядное,6 передач,цепь,жёлтый,620000
Kawasaki,Kawasaki Ninja 300,2014,Москва,11928,296,39,,5 передач,цепь,белый,500000
Kawasaki,Kawasaki Z 650,2018,Москва,6000,650,69,,,,чёрный,680000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2010,Москва,44661,650,72,2 цилиндра/рядное,6 передач,цепь,белый,430000
Kawasaki,Kawasaki Z 900,2021,Москва,14500,948,125,4 цилиндра/рядное,6 передач,цепь,белый,1050000
Kawasaki,Kawasaki ZZR 1400,2006,Первомайское,55490,1352,190,4 цилиндра/рядное,6 передач,цепь,коричневый,700000
Kawasaki,Kawasaki Versys 650,2016,Москва,16000,650,69,2 цилиндра/рядное,6 передач,цепь,красный,700000
Kawasaki,Kawasaki ER-6n,2016,Люберцы,9250,650,72,2 цилиндра/рядное,6 передач,цепь,красный,630000
Kawasaki,Kawasaki Z 1000SX,2012,Москва,41453,1000,138,4 цилиндра/рядное,6 передач,цепь,чёрный,850000
Kawasaki,Kawasaki Ninja 650,2017,Краснодар,14749,649,70,2 цилиндра/рядное,6 передач,цепь,зелёный,725000
Kawasaki,Kawasaki Z 1000,2010,Екатеринбург,25000,1043,141,4 цилиндра/рядное,6 передач,цепь,белый,700000
Kawasaki,Kawasaki GTR 1400 (Concours 14),2012,Краснодар,33000,1400,155,4 цилиндра/рядное,6 передач,кардан,чёрный,1000000
Kawasaki,Kawasaki EN650 Vulcan S,2017,Красногорск,8611,650,61,,6 передач,цепь,красный,730000
Kawasaki,Kawasaki VN1600 Vulcan,2007,Краснодар,45406,1600,67,2 цилиндра/v-образное,5 передач,кардан,чёрный,599000
Kawasaki,Kawasaki VN900 Vulcan,2012,Сургут,30000,900,50,2 цилиндра/v-образное,5 передач,ремень,белый,670000
Kawasaki,Kawasaki Ninja 1000,2011,Армавир,20000,1000,138,,,,зелёный,780000
Kawasaki,Kawasaki Versys 650,2013,Новокузнецк,24693,649,64,2 цилиндра/рядное,6 передач,цепь,синий,600000
Kawasaki,Kawasaki Versys-X 300,2018,Владивосток,10797,250,33,2 цилиндра/рядное,6 передач,цепь,чёрный,580000
Kawasaki,Kawasaki ZX-6 Ninja,2008,Москва,31400,600,125,4 цилиндра,6 передач,цепь,синий,750000
Kawasaki,Kawasaki VN1700 Vulcan,2010,Ивантеевка,92000,1700,73,2 цилиндра/v-образное,6 передач,ремень,серый,980000
Kawasaki,Kawasaki Ninja 650,2019,Зеленоград,21057,650,48,2 цилиндра/рядное,6 передач,цепь,зелёный,740000
Kawasaki,Kawasaki KL 250,2000,Находка,28361,250,,,,,зелёный,280000
Kawasaki,Kawasaki Ninja 1000,2011,Толмачёво,29000,1000,144,4 цилиндра,,цепь,чёрный,799000
Kawasaki,Kawasaki Z 650,2018,Краснодар,3088,650,68,2 цилиндра/рядное,6 передач,цепь,чёрный,779000
Kawasaki,Kawasaki Ninja 650,2021,Краснодар,5500,650,68,2 цилиндра/рядное,6 передач,цепь,чёрный,850000
Kawasaki,Kawasaki Ninja 300,2013,Советский,2300,300,39,2 цилиндра,4 передачи,цепь,белый,400000
Kawasaki,Kawasaki ZZR 1400,2006,Иркутск,30000,1352,190,4 цилиндра/рядное,6 передач,цепь,синий,679990
Kawasaki,Kawasaki EN500 Vulcan,1999,Первомайский,40000,500,50,,6 передач,,красный,550000
Kawasaki,Kawasaki VN1600 Vulcan,2002,Красноярск,31435,1552,66,2 цилиндра,6 передач,кардан,чёрный,485000
Kawasaki,Kawasaki Ninja 250R,2008,Липецк,29000,249,33,2 цилиндра,6 передач,цепь,зелёный,250000
Kawasaki,Kawasaki Z 900,2017,Чита,14000,948,125,4 цилиндра/рядное,6 передач,цепь,чёрный,825000
Kawasaki,Kawasaki Ninja 650,2018,Владивосток,9810,649,68,2 цилиндра/рядное,6 передач,цепь,чёрный,715000
Kawasaki,Kawasaki Z 750,2005,Москва,35000,748,110,4 цилиндра/рядное,6 передач,цепь,чёрный,495000
Kawasaki,Kawasaki VN1700 Vulcan,2013,Москва,70000,1700,80,2 цилиндра/v-образное,6 передач,ремень,синий,700000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2016,Балашиха,35426,649,72,2 цилиндра/рядное,6 передач,цепь,белый,590000
Kawasaki,Kawasaki D-tracker 250,2008,Санкт-Петербург,27455,249,29,1 цилиндр/рядное,6 передач,цепь,синий,370000
Kawasaki,Kawasaki Z 650,2021,Москва,7000,650,68,2 цилиндра/рядное,6 передач,цепь,белый,770000
Kawasaki,Kawasaki VN900 Vulcan,2007,Москва,33224,903,54,2 цилиндра/v-образное,5 передач,ремень,чёрный,400000
Kawasaki,Kawasaki ZX-10 Ninja,2004,Архангельск,36200,998,175,4 цилиндра,6 передач,цепь,зелёный,450000
Kawasaki,Kawasaki Ninja 650,2013,Москва,43500,650,73,2 цилиндра/рядное,6 передач,цепь,красный,520000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2014,Санкт-Петербург,52000,650,72,2 цилиндра/рядное,6 передач,цепь,красный,550000
Kawasaki,Kawasaki VN900 Vulcan,2008,Москва,16630,900,50,2 цилиндра/v-образное,5 передач,ремень,чёрный,600000
Kawasaki,Kawasaki Ninja 250R,2020,Москва,1268,250,,,,,зелёный,770000
Kawasaki,Kawasaki Versys 1000,2014,Москва,128000,1043,118,4 цилиндра/рядное,6 передач,цепь,зелёный,820000
Kawasaki,Kawasaki Z 750,2005,Домодедово,65800,750,110,4 цилиндра/рядное,6 передач,цепь,синий,380000
Kawasaki,Kawasaki VN1600 Vulcan,2007,Подольск,47390,1600,67,2 цилиндра/v-образное,5 передач,кардан,чёрный,750000
Kawasaki,Kawasaki W 650,2005,Бердск,900,650,50,2 цилиндра/рядное,5 передач,цепь,синий,650000
Kawasaki,Kawasaki VN1600 Vulcan,2007,Москва,29100,1600,67,2 цилиндра/v-образное,5 передач,кардан,синий,740000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2009,Москва,29000,650,72,2 цилиндра/рядное,6 передач,цепь,чёрный,445000
Kawasaki,Kawasaki Versys 650,2015,Санкт-Петербург,22000,650,69,2 цилиндра/рядное,6 передач,цепь,белый,690000
Kawasaki,Kawasaki Ninja 300,2014,Москва,12000,296,39,2 цилиндра/рядное,6 передач,цепь,зелёный,500000
Kawasaki,Kawasaki Versys 1000,2014,Москва,38309,1000,120,4 цилиндра/рядное,6 передач,цепь,оранжевый,900000
Kawasaki,Kawasaki Z 1000,2006,Верхняя Пышма,27434,1000,127,4 цилиндра,,цепь,зелёный,555000
Kawasaki,Kawasaki EN650 Vulcan S,2021,Москва,4271,650,61,2 цилиндра/рядное,6 передач,цепь,синий,1200000
Kawasaki,Kawasaki Versys 650,2022,Москва,1,650,69,,6 передач,цепь,зелёный,989100
Kawasaki,Kawasaki Ninja 400,2022,Красногорск,736,400,45,,6 передач,цепь,чёрный,740000
Kawasaki,Kawasaki ER-6n,2015,Чёрная,29799,650,72,2 цилиндра/рядное,6 передач,цепь,зелёный,510000
Kawasaki,Kawasaki GTR 1400 (Concours 14),2009,Москва,103000,1400,156,4 цилиндра,6 передач,кардан,пурпурный,640000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2012,Павловский Посад,45000,650,72,2 цилиндра/рядное,6 передач,цепь,белый,500000
Kawasaki,Kawasaki Ninja 300,2015,Курган,12500,296,39,2 цилиндра/рядное,6 передач,цепь,зелёный,400000
Kawasaki,Kawasaki Z 900,2019,Санкт-Петербург,7500,948,125,4 цилиндра/рядное,6 передач,цепь,серый,900000
Kawasaki,Kawasaki Z 900,2021,Москва,13000,948,125,4 цилиндра/рядное,6 передач,цепь,чёрный,990000
Kawasaki,Kawasaki Z 1000,2011,Владивосток,36119,1000,136,,,,белый,710000
Kawasaki,Kawasaki ZX-10 Ninja,2004,Сысерть,13851,1,172,4 цилиндра/рядное,6 передач,цепь,зелёный,900000
Kawasaki,Kawasaki Versys 650,2015,Москва,35000,650,64,2 цилиндра/рядное,6 передач,цепь,чёрный,700000
Kawasaki,Kawasaki VN1500 Vulcan,1999,Орёл,67896,1500,64,2 цилиндра/v-образное,5 передач,кардан,красный,450000
Kawasaki,Kawasaki VN900 Vulcan,2006,Луховицы,26700,903,54,2 цилиндра/v-образное,5 передач,ремень,пурпурный,550000
Kawasaki,Kawasaki ZZR 1400,2012,Домодедово,44000,1440,200,4 цилиндра/рядное,6 передач,цепь,чёрный,900000
Kawasaki,Kawasaki ZZR 1100,1998,Красноярск,37800,1100,147,4 цилиндра/рядное,6 передач,цепь,чёрный,340000
Kawasaki,Kawasaki Versys 650,2022,Москва,1,650,69,,6 передач,цепь,зелёный,989100
Kawasaki,Kawasaki Ninja 1000 SX (2020-н.в.),2022,Москва,4000,1047,142,4 цилиндра/v-образное,6 передач,цепь,чёрный,1450000
Kawasaki,Kawasaki Ninja 1000,2012,Владивосток,33693,1000,141,,,,серый,750000
Kawasaki,Kawasaki Z 900,2019,Липецк,11949,948,125,4 цилиндра/рядное,6 передач,цепь,чёрный,905000
Kawasaki,Kawasaki Ninja 400,2021,Хабаровск,9926,400,50,,6 передач,цепь,зелёный,665000
Kawasaki,Kawasaki VN1500 Vulcan,1999,Грозный,25000,1500,64,2 цилиндра/v-образное,5 передач,кардан,зелёный,420000
Kawasaki,Kawasaki VN900 Vulcan,2009,Москва,46942,903,50,2 цилиндра/v-образное,5 передач,ремень,чёрный,480000
Kawasaki,Kawasaki VN1700 Vulcan,2013,Октябрьский,49000,1700,55,2 цилиндра/v-образное,6 передач,ремень,серебристый,650000
Kawasaki,Kawasaki Z 1000SX,2011,Люберцы,82500,1000,138,4 цилиндра/рядное,6 передач,цепь,зелёный,590000
Kawasaki,Kawasaki GTR 1400 (Concours 14),2008,Москва,114700,1400,155,4 цилиндра/рядное,6 передач,кардан,серебристый,550000
Kawasaki,Kawasaki ZR 550 Zephyr,2022,Сочи,7000,550,54,4 цилиндра/рядное,5 передач,цепь,красный,320000
Kawasaki,Kawasaki VN900 Vulcan,2010,Москва,24000,900,50,,5 передач,ремень,зелёный,550000
Kawasaki,Kawasaki VN1700 Vulcan,2010,Новосибирск,43000,1700,40,2 цилиндра/v-образное,6 передач,ремень,синий,1000000
Kawasaki,Kawasaki Z 650,2017,Москва,9000,649,68,2 цилиндра/рядное,6 передач,цепь,жёлтый,650000
Kawasaki,Kawasaki Versys 650,2020,Москва,50000,650,69,2 цилиндра/рядное,6 передач,цепь,зелёный,850000
Kawasaki,Kawasaki Ninja 400,2020,Хабаровск,169,400,50,2 цилиндра/рядное,6 передач,цепь,зелёный,665000
Kawasaki,Kawasaki W 800,2021,Красногорск,65,800,48,,5 передач,цепь,красный,1310000
Kawasaki,Kawasaki Ninja 300,2014,Санкт-Петербург,52253,300,39,2 цилиндра/рядное,6 передач,,зелёный,290000
Kawasaki,Kawasaki EN650 Vulcan S,2018,Краснодар,5050,650,61,4 цилиндра/рядное,6 передач,цепь,красный,750000
Kawasaki,Kawasaki VN900 Vulcan,2010,Москва,24000,900,50,,5 передач,ремень,зелёный,550000
Kawasaki,Kawasaki Ninja 650,2018,Владивосток,8800,650,68,,,,чёрный,700000
Kawasaki,Kawasaki Z 1000SX,2011,Москва,47000,1000,125,4 цилиндра/рядное,6 передач,цепь,зелёный,680000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2012,Москва,26000,650,72,2 цилиндра/рядное,6 передач,цепь,зелёный,395000
Kawasaki,Kawasaki Versys 1000,2020,Москва,2127,1000,,,,,серый,1650000
Kawasaki,Kawasaki ZX1400C,2019,Москва,12500,1440,,4 цилиндра/рядное,6 передач,цепь,коричневый,1350000
Kawasaki,Kawasaki Ninja 300,2015,Анапа,22500,296,39,2 цилиндра/рядное,6 передач,цепь,белый,500000
Kawasaki,Kawasaki GTR 1400 (Concours 14),2014,Москва,63000,1400,160,4 цилиндра/рядное,6 передач,кардан,чёрный,890000
Kawasaki,Kawasaki GTR 1400 (Concours 14),2011,Калуга,146000,1582,155,4 цилиндра/рядное,6 передач,кардан,зелёный,850000
Kawasaki,Kawasaki EN650 Vulcan S,2016,Новосибирск,30000,650,61,2 цилиндра/v-образное,6 передач,цепь,бежевый,699900
Kawasaki,Kawasaki KLE 400,2000,Находка,37937,400,,,,цепь,серебристый,300000
Kawasaki,Kawasaki KLX 125,2011,Екатеринбург,5479,125,11,1 цилиндр/рядное,5 передач,цепь,зелёный,315000
Kawasaki,Kawasaki ER-6n,2009,Москва,53999,649,72,2 цилиндра/рядное,6 передач,цепь,чёрный,329000
Kawasaki,Kawasaki Z 900,2021,Москва,12852,948,125,4 цилиндра/рядное,6 передач,цепь,чёрный,1100000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2013,Москва,28000,650,72,2 цилиндра/рядное,6 передач,цепь,зелёный,500000
Kawasaki,Kawasaki Ninja 250R,2009,Нижний Новгород,9600,250,33,2 цилиндра/рядное,5 передач,цепь,синий,330000
Kawasaki,Kawasaki ER-6f (Ninja 650R),2010,Мытищи,53500,650,72,2 цилиндра/рядное,6 передач,цепь,зелёный,400000
